ひなまつり集会！w http://t.co/EuBbN1eW
携帯カバー。 ただいまイメチェンしました笑  いろいろな理由で 携帯は３代目👈  カバーは買った時からずっと変わらず。 それも、母からいらなくなってもらった透明シリコンカバー…  それも私、5S… https://t.co/g5ii5hwAir
🎄クリパ🎄 安定の面白さ 楽しかった＼(^o^)／❤️ https://t.co/2KtUCZNb1a
🎄クリパ🎄 久々な人たち。  みうちゃん❤️りっちゃん 誕生日おめでとー！！  卒アル見返してうけたー笑 https://t.co/bjc9kAxtxg
ニンテンドー3DS版モンストが12/17発売！そして、アプリではモンストクリスマス'15開催中！クリスマスは友達や家族とモンストで盛り上がろう！更に、今ならミッションで獣神玉GETも！ #モンスト #モンスト3DS https://t.co/2AhlNzTrmJ
🎄クリパ🎄  第三弾笑  アイスケーキうまうま❤️  ローソク大変なことになっとる笑 https://t.co/8mU4mBsfWT
🎄クリパ🎄 第4段  落ち着きまくって 長居してしまったかおりんちで。  子供をあやしながら あっという間にご飯ができる  主婦ってすごい！ https://t.co/aSehFYqgYt
🎄クリパ🎄 第5段  プレゼント自分に戻ってくる ハプニング😂😂 @ 酒菜屋 ながれ https://t.co/h4KtDnBbs5
1時間ぐらい並んだ！  めちゃうまパスタとトーストやった❤️ @ らるきい https://t.co/OglTfKqxND
レストラン ロアジス坂本  🎄クリパ🎄 最終章第6段  めちゃうまやった！ https://t.co/5wkvsMVjhW
おじーちゃんちで 餅つき大会！！  母、エプロン汚れすぎ笑  筋肉痛やばい… https://t.co/rXUQLE07UA
おじーちゃんちで 餅つき大会！！！  母、エプロン汚れすぎ！笑  #筋肉痛… #餅つき #年末 #もういくつねるとお正月 #餅 #楽しかった #大好き #お餅 https://t.co/9VZrfxtdDp
年末恒例家族旅行なう。 @ 葉祥明阿蘇高原絵本美術館 https://t.co/U935V1Kw1M
自分の年賀状は、まだ全然できてないけど。 子供が作った分。 みざるきかざるいわざる年賀状。 クラスみんな文字書けるけん助かるー！ とっくの前に出しに行った。  私の正月以降に届くと思います！… https://t.co/ylFPsD9uvN
あけおめことよろ！  年末恒例イベント 年越しパーティー  今年も神主藤子いじりに 諏訪神社。  小吉😭😭😭  今年もハッピーな一年にするぞー おー @ 酒ＢＡＲ　一反木綿澪(mio) https://t.co/ZXQ67WpkDS
ランチin長崎。 https://t.co/e4nsGjWGls
福田家の晩御飯。  いつもこんな手料理が食べれたら 幸せやー！！  仕事終わりにもえなさんちへ❤️  シュールな踊りも見れたし 女子トークできたし❤️ また行く！笑  #アップルパイ… https://t.co/cD8Tkzyy54
ひとみはぴば！！！  かわゆす❤️  みんなに続き！  女子に近づくために頼んだ バーニャカウダ、 横で肉焼いて台無しに。  苦しくなるほど笑って楽しかった❤️ @ 長崎鮮魚酒場活かさ場 https://t.co/zNtA5hWZa0
ランチ。  最近なぜかお腹ゆるい。  どうすればいい…笑  #ステーキ #steak #ランチ #lunch #food #肉#長崎 #nagasaki #japan #九州 https://t.co/n6tiIhHlJ1
濃ゆい1日。  ランチ。  傷物語。 オタク度増す。  茂助どんの親子丼。  君が代斉唱。  久々アージョ。  明日からまた頑張るしかない… https://t.co/1HWlOLui5c
朝から子供が素手で 両手に持ってきた雪玉。 というか氷玉。  子供に秋に貰ったどんぐりや葉っぱをつけてうさぎにして保存…  できなくて、溶けて、 お風呂に入ったうさぎになり なくなった… https://t.co/wf1UuoiCcv
節分製作。 鬼のお面。  ピアスやりすぎた子供数名おるけど。  見てたらおもしろい。  #保育 #製作 #こども #保育士#鬼 #手作り #おに#節分製作 #節分 #鬼のお面 https://t.co/P6IPGTmUY8
節分製作。  恵方巻き豆入れ。  子供の理解力が上がって 私の手間がだいぶかからないという。  具材は 卵、きゅうりの他、 キャンディ、おかしが入っていたり…  #恵方巻き… https://t.co/tYIxlpTzNO
みんな可愛い雪だるま作ってる中、 わたしは1人雪ゾンビ作り！  むさしを巻き添えに。  むさし震えよったけん 家に入れたけど笑  妹も親も誰も手伝ってくれんやった。笑  わかりにく… https://t.co/f1138yOiuu
多分もう生きてるうちに こんなに長崎で雪遊びできない！  ということで なっちゃんとのスヌーピーに続いて 力作ベイマックス。  もう、満足した。 https://t.co/M588SdaGUZ
と、女の人。笑  これやばい…  多分車に巻き込みされる位置… https://t.co/hO0Bq4wwAD
雪トトロ！  もう！ スノボウェア着て 歩いて行ったのに 休園になったけん 先生たちとトトロ作って、 もう思い残すことはないほど 雪合戦して帰宅中。  明日もみんな、休みですか？ https://t.co/n9unnThNYO
お祝いライン ありがとうございました！  大好きな友達がいるので また明日から頑張れます！  大好きなかすみ草の中の指輪。 2回目のプロポーズです。笑 ↑訳あり笑  私と会って、おしゃべり… https://t.co/h1fvGzcWBL
やっと、作品展…  今週きつかった〜  兜。かっこ良く飾れた＼(^o^)／  今から頑張ってきまーす🙋 https://t.co/34zG2qWSof
作品展。 終わって一息する間もなく 卒園式に向けての準備😭😭  いよいよお別れに向けての カウントダウン…  ふとした時に 卒園式のことを思うと 泣きそうになる笑  歌の歌詞とか 聞かないよう… https://t.co/UQPzGL0oql
朝はゆっくり  遅いランチ。  買い物。  皮膚科。  平日しかできないことできた！ @ BluePrint https://t.co/mhJLOaZWUu
仲良くなった アージョのお兄さんから いただいた いちごばなな。  昨日はNHKの撮影があったらしく 来週水曜の夕方6時に放送て！  ほんとはそれに招待されたとけど 仕事で間に合わず😭😭… https://t.co/pmb1hGvDYQ
こんな大切な時期に、 私、インフル…  注射したのに。  まじで終わった…  卒園式の練習…  明日の予定も無し… ごめん…  自己管理能力低すぎる😭😭😭 https://t.co/dPP8qYNcqO
大好きシリーズ。 右上のスクラブだけうちのではないけど。  家におるだけとか暇すぎる。 仕事しよるけど。  ロンハーで今あってたお化け屋敷、 前行った！！！！！！ また行きたいなー！！… https://t.co/pftfzUXsog
久々に❤️  前行ったの覚えててくれて 大将と奥さんと仲良くなったー  しーすーめちゃおいしすー☺️💕  怒涛の一週間やったー😭😭😨 @ 栄寿司小吉 https://t.co/GHOz7sLVtS
今日は、長崎帰ってきたいっきが 期間限定でバイトしてる よかやに晩御飯食べに行ったー！  いっぱい食べてお腹いっぱい☺️  矢上にあるけん、 近くやったら行ってやってー！ @ よか屋 https://t.co/pUK2YlXgm4
今更けど、 ひな祭り製作  型紙とらずほぼ自分で書いて それに沿って切ってもらった 形みただけで同じように作れるとかすごいね、ほんと。  卒園とか悲しすぎ、ほんと。 https://t.co/0fmcazpQyS
ゆかちんバースデーパーティー  面白いこと起こりすぎて お腹痛かったー  男子会でもなくお笑いの会？ やばい、机の上散乱笑  #思い出し笑いやばい… https://t.co/dYKSBlIFIO
昨日 記念日。 ふきのとう。 @ 天ぷら割烹 のだ https://t.co/fECobF3wM0
明日は卒園式。  思い入れありすぎて  号泣しそう。  今日はお別れ会やった。 サプライズ成功した＼(^o^)／ https://t.co/ah2UXzhwdX
これは、きれいな字の女の子のやつ。… https://t.co/Zl2lWg9yRV
何もできない私ですが。 ぜひ、みんなも。 https://t.co/kopDAYj9bt
こないだの。  ひっさびさに会えて 全然話したりんやったあぁぁぁぁ！！  お祝いしてもらって めっちゃ嬉しー＼(^o^)／❤️  今度は女子会で❤️ @ さくら其の一 https://t.co/K0zoLxYjn3
昨日の。  C&amp;K LIVE。  久々で楽しすぎたー！！  絶対当てると気合の入った妹がなんと抽選本当に当たって爆笑やった。 景品はNCCグッツけど。 @ 長崎ブリックホール 大ホール https://t.co/FGrUrL1WsM
あげてないのに用意してくれていたおじいちゃんから😭😭と  フライングでもらった サブレショコラ。  今ならたくさんあるから うちきて一緒に食べよーーー！ https://t.co/1yGmZT34tv
仲良くなれてよかった！ https://t.co/UuFRyIHBrx
黒毛和牛ローストビーフ丼❤️ @ りょぞぶふ https://t.co/J3Fd8Jd6cH
今年初ピクニック〜❤️  まだ寒かったけど← 桜ほぼ咲いてなかったけど← 楽しかった〜❤️ @ さくらの里運動公園 https://t.co/d1LJKvEIDQ
大村の旅。  いちごらぶ。  おいしいもの。  おそろ。  石垣壊す。  石垣直す。 @ 大村公園 https://t.co/8MZLH0qCBz
あっという間の今年度。  すぐに始まる来年度。  宝物たくさんいただきました😭😭  たくさんの人に感謝して これからも頑張ろっ🙋 https://t.co/fq6vMiXCDE
今年度の誕生表！  虹を作るのが嫌いで どうやったら違うやつになるか めっちゃ考えたけど 最終的にやっぱりこれとなった… https://t.co/GwWUbDPS6t
昨日。  急な花見にあっこ夫婦が参加！ うちらの準備の良さに笑う。  夜桜綺麗やった〜❤️  なんと！ 隣にたまたままやがおって 素敵写真に撮ってくれてたー❤️ ありがとー＼(^o^)／… https://t.co/FsC2O19Igc
長崎アミュにうちの幼稚園のが 展示されてるらしいー！！  東急ハンズができる記念？的なのに参加した！  早くできんかな〜☺️💕  これ、大変時間かかった…笑  探してみてね〜＼(^o^)／… https://t.co/ZCLSsBs8Le
今年度最初のメダル🏅  プレゼントの中にメッセージ💕  最近ほっぺたコンテで、 白をちょんとつけるのが 自分の流行り😊 かわいい💙  さて、ワンピース81巻💚💜💙💛  表紙迷彩でかっこいい❤️ https://t.co/OMeqI4gwYT
今年のおたよりにつける ワンポイントおおおおお！！  1年分  さつまいもが好き。 https://t.co/zIhDzjlOBK
むさぽん❤️  4月2日で14歳になりましたーーー！！  おじーちゃーーーん  年取ったけどいつまでも 我が家のアイドル 癒し犬！ https://t.co/2ty05Jx5GN
ヤキクラこと、 焼肉クラブ食べ放題に行ってきたー！  4姉妹で。  その前も一人でほぼ食べてたくせにラストオーダーに盛り合わせ8人前頼むいつき。 断られたという。笑 食べてるところ見たかったー… https://t.co/tbSbMdBFdL
先日。  入学式の日に 先日までクラスの子だった 卒園生が何人か集まって ランドセル姿見せに来てくれた！ 感激！😭  今日は初登校！ なので、小学校の周りぐるぐる回って頑張ってね〜って声か… https://t.co/XR96f1JSt3
楽しみにしていた庭フェス。  さだっちと掘り出し物ゲットした〜❤️  そして、感化されて帰ってから色々作ってしまった❤️  そしてそして！ 明日は私のピアスとイヤリングとヘアゴムを出してもら… https://t.co/T3wTDQuAd8
念願のキャンプなう。  ただいまCKヒーローになって 海眺めながらまったり中。  テント建てれたし 今度から自分たちでもできそう❤️  今年の夏はキャンプしよう！ https://t.co/q3Tf3GyFfD
リア充。  海に入る時は携帯預ける学んだ私。  朝からポトフ。 コンロとバーベキューの足忘れる。  ジャズ聴きながら。  海を見ながら二度寝。  1ポンドの肉。  焼けてませんよう… https://t.co/Vb3rr5P16Y
岩屋山登山。  かなえちゃんのおじちゃんの リュックといろち。笑  今までの登山で最大のピンチ。  いろんな道があるらしいから行きと帰り違う道にしたら迷子。  駐車場と反対側に 行きの倍… https://t.co/OZRpYW6xgj
波佐見陶器市にぃぃぃぃぃぃ〜〜  行ってない〜！！！！！！  行きたかったけど 行けなかったから 家にある白い皿に 陶磁器に書けるペンで落書き。  満足。  マリメッコ… https://t.co/T0K8nxo03V
あすかばーすでー！！  29歳のお祝いは肉！ サムギョプサル！  また、このケーキ。笑  #ラスト20代#29歳#はっぴーばーすでー #ビリケンじゃなくてビルケン#社会不適合者w#リベンジ流行 https://t.co/wovw4KuAW8
Cafe.5  妹、2人前。 @ カフェドット5 https://t.co/cyAC9ktK2S
31おしゃぴく〜！！  最後急な雨にバタバタしたけど 楽しかった〜💕  料理がやばい！ まじ美味しすぎ💕  準備ばっちり👌  #風ひどい#葉っぱが落ちてくる#おいしすぎる#… https://t.co/gG1Or0Wiq6
お土産のキルフェボン 2つ食べながら 『僕のヤバイ妻』 https://t.co/yXYRU1VEgx
初クライミング！！！！！  やば！ 腕の力全く入らん… 筋肉痛…  けど、初心者で女でここまでいくのはすごいと言われた！笑  女の子のスタッフーより行った！☜ 偶然  高校の時鍛え上げた筋… https://t.co/KFhGx1xWVs
先日の。 アロマロードコーヒーにて。  行きたいと思っていた 大村パパママ横のキャンプグッズのとこ行ったら 行きたいと思っていた コーヒー屋さんが！  いっきに２つも制覇してラッキー💕 @… https://t.co/vfnkqdh3SI
今日は朝からまやりんと ミサンガ作り〜💓  今年の夏使える！！  水色はアンクレット！  パーツちょっと増えたよー🌸 https://t.co/mxDdvnc1TU
ガラス玉の自分用ピアス🍀  リベンジプロポーズの時の☜ かすみ草乾燥させてて いい感じなってるから  パールと一緒にガラス玉へ❤️  シンプルだからなんでも合いそう！！ https://t.co/eEiKCSCrdp
2日連続ミサンガブレス作り教室！  いろんな種類できた〜🍀  初さやんち💓  茂木まですぐやった！！！  おしゃべりしながらするの 楽しい〜🐬🐠🐳🐢  またぜひお邪魔するー🙋 https://t.co/K4GuM1pzF6
最近はまりのジュース屋さん！  なんて読むとかわからん。  今持ってるポケットWi-Fiから新しくしたいんだけど… みんな、ネット環境ってどうなってるんだろう… 今日ちょうど街… https://t.co/hK4bASDSNW
Tシャツヤーンで作ったブレス。  かんたんかわいー！！ https://t.co/Uw4Ia9S8lx
父の日にお義父さんと！  自分の父に何もしとらん… 明日なんか買って行こ！  事情により  !!!!!また、車がレッカーされた!!!!!  私のじゃない。笑 https://t.co/dB4xaPPxLB
父の日に渡せなかったもの  だんだんうちの作った花箱☜？ が実家に増えていく…💓  今日は仕事早く帰れてラッキー＼(^o^)／  #今さら父の日#長崎#大雨#プレゼント#花箱#父の日 https://t.co/JB2BbKARi6
牛タン。 今まで食べた中で第1位！  たんか。  園長にオススメされてずっと行きたいと思っていたら こないだのダウンタウンデラックスでキム兄が紹介。  急いで予約。  まじで美味しすぎたー！！… https://t.co/XLl3hL64ow
毎日のように見てるロカリから 急にインスタに連絡あって、  写真提供したーーーーー！！！  メリーよりロカリ派！ 嬉しすぎるー！  もっとちゃんと綺麗にして 色とかパーツとか丁寧に考えて 均… https://t.co/YmkaMGsUYv
ずっと欲しかった水筒入れ。 手が塞がって子供と両手で手がつなげなかったから急遽、  首にかけれるよう Tシャツヤーンで作ってみた！  水筒でかいからなかなか欲しい入れ物見つからんで…… https://t.co/Do3R9GDgkC
こないだやっと行ってきたー！  Cafe junnosuke  こんな場所にーー？？ てところやった笑  おいしかった💓 @ Cafe Junnosuke https://t.co/MfHS2ZRRgN
7月の壁面〜！！  ネズミの色が…  ガガガーン https://t.co/bLg0ciS21g
なんと！ かごばっくできた！  してたらだんだん大きくなって 長財布も余裕で縦に入るサイズに…  麻ヒモとジュートヤーンと 昔、雑貨市で買った紐！  独学で適当やけん、穴あるけど笑… https://t.co/sLjkMr0Exy
今日も夏祭り！！  公民館であるよ！  うち、太鼓叩く！  出店もあるよー！ 暇やったら来てね〜！ https://t.co/6XFWBmiVpd
とりあえずやってみる。  待ちに待った大好きなポケモン。  小・中学校時代、 高校のインフル期間、 そして大学時代(図鑑400匹超え) を共にしたポケモン。  ただレベル上げだけじゃなく 基… https://t.co/TEjA2HaZ39
鷹の祭典！  6年連続の勝利の女神！  久々の外野席で盛り上がったー！！ @ ヤフオクドーム https://t.co/GNfe9AY9wP
鷹の祭典後、 次の日から福岡で研修！  夜にブレスレット講座開講！  希望により Tシャツヤーンのプレスも！  夜中遅くなってしまったけど、  メガシャキのおかげで 講義はばっちり目覚めて… https://t.co/PXLdBCKawJ
実家へお花をあげに。  すると、むさし14歳が 脱走から帰宅してて、 扇風機前特等席でパテてた！  網戸に穴開けて いつも抱っこをせがまれる階段を自分で降りて脱走。  あれ？目があんまり見えな… https://t.co/nV61FjlBiU
バタバタの今日、 職場の結婚式やった！！ いいお天気で☀️ 余興の劇も無事に？終わった！ よかった？よかった！ https://t.co/v6zS0ALXRe
え！ 福岡にbillsできとるやん！  屋台探し回ってる時に発見！  屋台芸人見て予習していったとに日曜ほぼ屋台休みっていうね！ちーん  美味しい朝食いただいた💓 @ Bills - ビルズ https://t.co/ImA8NsZV9Q
なんと、新木になりました！笑  昼は敬天の牛カツ  4DXのONE… https://t.co/FhHGjymu6r
昨日念願の笹ゆりに！ めちゃまいうーやった！  取材の人きとって映された！笑  カットされてなければ 来週のひるじげに出るかもしれんけんみてねー♡笑 https://t.co/6itEpVF71w
ずっと行きたかった雪の浦ランチ。  庭フェスでピスタチオハム買って虜に♡  平日ランチしかしてない…？ いつも行こうとしても閉まってたからやっと行けたー！！  ハムもウインナーも美味しすぎ… https://t.co/8Xe3TymXqh
2016.8.13  糸島までふらっ〜と行ってきた！  今年初の海。 ガチで着替え持ってきているけど、足だけ。 なのにかなりの疲労。  今年も楽しい時間をありがとう！！！  #この3人には感謝… https://t.co/pS5vaaAF7Y
あの……  ジムに置くポケモン ミスタッチで カラカラcp70 置いてしまった…😭😭😭  これって変えれんと…？？笑 オワタオワタ… https://t.co/9toYntH8oe
家族旅行なう。 昨日は神戸観光。 今日は大阪観光。 明日は京都観光。 プレゼンツby晃  暑すぎて歩きすぎてやばい… https://t.co/ezjfpGTj3P
大阪城3姉妹キメ。笑 @ 大阪城公園 天守閣 https://t.co/dn1TDHapc4
スカイジャンボリー2016  今年の夏、焼けることしかしてない笑  #長崎#フェス#夏#夏フェス#スカジャンボリー @ 稲佐山公園野外ステージ https://t.co/dMb6kWNCsF
婚前旅行なうーーー！！！ 平日休み取れんけん…  今日はカイルアビーチ🏝  ハワイでオススメのところとか食べ物とかあったら教えて欲しい〜！！✨✨  #いってきま#海外#婚前旅行#Haw… https://t.co/u9x5K5r9jL
あっという間の夏休み。 昨日帰って今日から仕事！ 充実しすぎる毎日をありがとう🌴  だるくて行きたくない〜より、 今日からまた頑張ろう！！ と思えるのも周りの人や環境のおかげやな〜+（0ﾟ・∀・… https://t.co/moXlEugUTA
今ごろ時差ボケがきたのか、 仕事終わって帰ってきたら 半日ぐらい寝た笑  みこたんにお土産でもらったサンダル、ハワイに持って行った！  台風ってきてんのかなー…？？  #&amp;#海#新… https://t.co/udMKci3vVp
昨日自分で急遽作ったヘッドドレス！ https://t.co/lXNyKiztGz
義姉結婚式！！！  IN花月  受付から参加させてもらって 笑あり涙ありの式で 感激やったー！！！  親知らずで腫れた顔に合わないと ギリギリまで振袖着るか迷ったけど、 腫れもだいぶ引いた… https://t.co/n1pH4ARrRN
❤️2016.10.22❤️  たくさんの人に祝福していただきました。 本当に楽しくてあっという間の１日を過ごさせてもらいました！ 本当に本当にありがとうございます！！！ 大好きな人が時間作って… https://t.co/dy3hy0dzUx
まじで、かわいかったやろ笑  この後汗だくで帰って来て ジャケット、靴なくなった事件  この手の繋ぎ方やばい。 じわる。 https://t.co/2lG7v2rJL2
よく見えんかもけど プチギフト女子用。 感謝の気持ちを込めて。 全部少しずつ違うから 同じのあっても2つくらい！  使ってもらえたら嬉しい！！  この他にも余興の子供連れて来てくれた保護者と 母… https://t.co/3TkuHLFhpX
ブライズメイドの大好きな人たち😭😭  ドリカムの嬉しい！楽しい！大好き！ に合わせて退場！  ドレス選ぶところから当日まで いろんなサポートしてもらいました😭😭 みんなのおかげで素敵な１日に… https://t.co/PDzQgShSTf
毎年恒例ウーマンズウォークラリー 今年はなっちゃんも参戦❤️  道がわからずそれっぽい人について行くと 違うところへ。  まさかの#靴のシンクロ  なんと、今年は真珠のピアス抽選で当たるってい… https://t.co/YpLaiJL1MI
福岡に遠征してきましたー！！💛❤️💚  美人やったー😍😍💕  対馬の人とも15年ぶりぐらい？ に会えて嬉しかったー😄💕  お幸せに〜〜〜😍💕🎉 @ ララシャンス博多の森 https://t.co/kQKbOFt8A9
ちょっと息抜き。 お遊戯会準備に追われるなう😨  素敵な余興😭😭✨  余興のために、 式場選ぶ条件がステージ広いところという。  幼稚園の先生たちが思い出の曲でバルーン🎈 教え子の我が子… https://t.co/uAZ8e84ilF
またまたこだわって、 どうしてもしたかった かごブーケ！！ かごにレースつけて持って行ったら、 めっちゃ可愛く花を生けてもらった！ かなり満足😍😍😍  やっと乾燥して いい感じになってきたー！… https://t.co/5bXtaSpE9q
断髪式してさよならしましたー！ めっちゃ楽になりましたー！  ご報告が！  私、戸石人になることになりましたー！ 南部でなく地元。 話し合いめっちゃ大変やった…  話はこれから詰めて行くけど… https://t.co/Egt9DzjDgw
ファブリックパネル作ったー！ 次は3つのパネルの柄を繋げるのをやってみたい！が、 マリメッコの布高い〜😭😭😭  #panel#パネル#北欧インテリア#インテリア#北欧#marimekko#マリメ… https://t.co/xL1gNMhJKF
LINEのお年玉があたったよ！贈ってくれてありがとう、今年はいいことありそう(・-・*)♪ https://t.co/kVAwXO5ltY #LINEのお年玉
本日地鎮祭終わりましたー！！  いよいよ工事明日から始まるらしい〜  色々走り回って頑張って揃えた お供え物。 終わったらもらえるものと思っていたらいつの間にかなくなってた！ 🍎🍊🍋🥕🍆🥔🍠🍶… https://t.co/DAxq46nQBz
地鎮祭。  盛りすぎ…  #地鎮祭#セキスイハイム#新築#注文物件#マイホーム#マイホーム記録#myhometown #myhome#新築一戸建て #新築マイホーム https://t.co/XkDBZeKnzK
やっと見て来た！  地盤工事中👷  今日はお休みやったー！  親も密かに見に行っているらしい…😶  #一戸建て#地盤#新築#新築マイホーム #新築一戸建て #myhome… https://t.co/IysQ5Hr3oP
外構まだ決まってなくて 図書館で本借りてきて勉強中…  本当にしたいのは  実家にいる最近は目も見えなくなってきた愛しの老犬の足跡🐾 駐車場にカラフルな石とビー玉埋め込む 家庭菜園を作る ミモザ… https://t.co/UiTRe6czxt
提案用紙…  鉄骨の柱はタイル貼ってもらうことに決まったけど、  曇り色ガラス8万 飾棚6万  は検討中… というか高すぎやろ！  自分でどうにかできんか考え中…  壁ってどこにでも穴あか… https://t.co/ho5SnExbu9
タイヤ交換で応募した懸賞が当たってから←米12㌔！  最近、暇な時にアンケートしたりプレゼント応募したりしよる💖  そしたら、こんなの当たった笑  今後も続けていこう！！！！ https://t.co/NpnJGIqcAF
今日  いつの間にか  家できてた笑  仕事で見れず… 旦那が写メ動画撮ってくれてた！  仕事終わって見に行くも暗くて見れない…  今週は忙しいから多分見れない…  さっ、… https://t.co/EXFVCyGuqI
きそ。  近くで見たら狭く感じる…  明日雪って。 仕事絶対休めんし、 今から実家に帰って明日に備えようかな…  #セキスイハイム#新築#注文物件#マイホーム#マイホーム記録#myho… https://t.co/kqDvXHtilc
キッチンからリビングダイニングにかけて。  外から見たらめちゃ狭く感じてたけど、中見ると意外と広い…のか…？？  仕事終わってさっき帰ってきた。 明日も朝から。 まじおわたおわた… とりま日曜ま… https://t.co/N8e74bhE3a
今日やっと仕事落ち着いて 家見てきたー💖  中に入らせてもらって 二階に上がったら海が見えた…  夕日も綺麗やった💖  今日から工事開始… https://t.co/xY46QDnGTI
子供部屋？らしい！  この部屋たち、 いっとき使う予定ないから 住む人募集中…笑  思ったよりクローゼットがでかいような…！ https://t.co/bwCgIMjS6p
今日は打ち合わせ 現場で確認してきましたー！！  とってもいい天気で 光が差し込んでたー✨✨✨  引渡しは４月頭！  荷物少しずつまとめなきゃーーー！  リビングダイニングキッチン 奥行がよ… https://t.co/7vIkFnAqeR
探してたベッドカバー マリメッコで取り寄せてもらったー！！  和牛柄。  寝室はドットだらけ！！  これ早く開けたい〜！！！ https://t.co/Jwyw8ZiOIP
イメージ図。  外構の打ち合わせやったー！  門柱のところを結構変えてきたー！ https://t.co/7xDlgJU4tD
ダイソーに行ったら 可愛い鍋つかみとランチョンマットが！ 使うかわからんけど買ってしまった笑  使う機会が来るよう頑張ろう… https://t.co/1RSSoZ16bA
玄関に飾ろうと思うパネル完成！  みんな、うちのイメージこの柄みたい… エプロン×2← 鍋敷きもらったから もうこれしかないと即決定！  早く飾りたいなー！！！！ https://t.co/UXTRGNwcEp
外構案が大体出来上がったー！！  季節の植物をいっぱい入れたー！ 紫陽花 ツツジ ミモザ 紅葉 金木犀  四季が感じられる家であったらいいな！  タイルを入れたくて柱みたいだったのと目隠しをやめ… https://t.co/SvWaz9zbvK
三八ラーメンの日。  花束渡されて ？？？？？ ハテナがいっぱい。 ケーキも。  なんと、記念日やったみたい笑  ごめん、いつも。  こないだ、恵まれた環境を当たり… https://t.co/QDED3OsKdN
久しぶり仕事終わりに 見に行ってきたー！  足場無くなってた！  工事は終わってて家の中には入れんやったからまた行こう〜〜🐌  引越し準備何もしてない🙉 https://t.co/rMxzxQ0O7D
久々に5分くらい… 行って来ましたー！！  中の念願のタイルできてたーー！！  思ったより淡い色… いい感じ！！！  光の当たり具合で少し色が変化するみたい！！！ https://t.co/GNTZ562GNA
するかしないか揉めたすりガラス。  結局することに…  #セキスイハイム#新築#注文物件#マイホーム#マイホーム記録#myhometown #myhome#新築一戸建て… https://t.co/SLPJ4tZFeH
エコカラット。 これももうついてた！ まだ照明はついてないけど。  テレビ後ろに来る予定。  これもどうするかで揉めた。笑  だって、友だち照明つけたけど全然使ってないってよー いらんくな… https://t.co/mRVDGdWazz
なんと、前年度担任した年長のクラス、 卒園して一年後 全員集まりましたー😭😭😭✨  転勤で福岡に行った3組も… ありがたすぎる😭😭😭  みんな大きくなってて 嬉しくもあり寂しくもあり… み… https://t.co/zxad6bMk2i
はい、こちら、 本日購入しました！  いつも友達に借りてしてたから 今度から自分のでできるー！！  それも、網が上がるから火加減調節できるという！  もう、釣りするしかない！  もう10… https://t.co/RwKdckq28h
懸賞生活。  今度はリンパマッサージ無料券が 当たったみたい！  いつも職場に届くフリーペーパーで！  ４月から暇なんでうれぴー❤️❤️  また応募しよ😆💕💕 https://t.co/xwJqZC3mhd
キッチン横からの タイルと エコカラット。 https://t.co/ZjLe3z7JES
本日購入。  IH対応してないものばかり持ってたので… IH対応のフライパン！  これも記念品代から！ あざーす❤😭✨  キッチンに見合うようなご飯、 作れる自信なんて全然ないけど笑… https://t.co/5lglHTZnLE
今日から2日間 完成見学会。  広告が実家に入ってた！  #セキスイハイム#新築#注文住宅#マイホーム#マイホーム記録#myhometown #myhome#新築一戸建て… https://t.co/BtWweEeMdw
なんと、外構もほぼ出来上がってたという！  まだ名前とポスト来てないけど 門柱！ 後ろにミモザやオリーブ 下にツツジやアジサイ…  #セキスイハイム#新築#注文住宅#マイホーム#マイホーム… https://t.co/DNIGgrL55O
引越しする前に来て良かった💖  ふるさと納税で 北海道ハンバーグ✨✨✨✨  やばー💖 楽しみすぎるー❤❤❤  #北海道#ハンバーグ#ふるさと納税 https://t.co/LFrJLt2fmJ
カーテン入ってたー！！！  今住んでる家が３１日までで、 家住むのが４月１日だから、 荷物の置き場所がなく、 今から荷物少し入れさせてもらうことになったー！  #セキスイハイム#新築#注文住… https://t.co/qE1wzYzMSA
今日は愛犬むーさんの足跡を🐾 コンクリに押して来ました！  みんなで手を押さえつけ笑 噛まれたのは私😭😭  家引渡しの次の日に むーたん15歳誕生日！！ もう目も見えない聞こえてもどこから聞こえ… https://t.co/34IeoyYi5R
2つ目のアカウントは 2枚一緒に送れない…？？ 連投すいません…  足跡🐾！ 爪伸びてて爪も！笑  日付と名前もといわれて釘で書いた！  昔拾った貝殻たちも付けて…  水道と庭の間にしてもらいま… https://t.co/AZluihfzjd
昨日、手形と一緒に 家と駐車場の間に ビー玉を入れましたー！！  買いすぎたのに全部入れるという… 減らせばよかった…  埋めてたら楽しくて…笑  光が当たったらめっちゃきれい！！！ https://t.co/0de1YCfnZ2
カーテン。 夜荷物置きに行ったら 模様がはっきり見えてた！  いよいよ今の家も今日まで！  #セキスイハイム#新築#注文住宅#マイホーム#マイホーム記録#myhometown… https://t.co/bYHfqJID2O
本日、引越ししました！  テープカットの前の 断髪式。  荷物散乱しまくり、 色々見つからないものありますが。  ぜひぜひ遊びに来てください！！！！ https://t.co/6HkhVcXwot
本日、引越ししましたー！！！  センターおじいちゃん笑  作業しやすいような服で行ったら… こんな儀式があったとは😭😭😭 もっとちゃんとした格好で行ったのに…  いい天気で売電いっぱいしてく… https://t.co/Jcn3iYkONb
